88,42,1,1,546,707
89,77,1,1,279,596
90,29,1,1,226,802
91,176,1,1,90,369
92,47,1,1,41,788
93,88,1,1,374,121
94,140,1,1,978,429
95,139,1,1,420,123
96,24,1,1,156,768
97,90,1,1,846,929
98,78,1,1,538,732
99,69,1,1,443,565
100,83,1,1,785,963
101,106,1,1,94,455
102,62,1,1,265,167
103,129,1,1,350,722
104,117,1,1,805,216
105,68,1,1,811,399
106,35,1,1,234,481
107,53,1,1,539,526
108,198,1,1,399,961
109,141,1,1,847,62
110,50,1,1,756,987
111,32,1,1,711,234
112,118,1,1,127,436
113,122,1,1,277,125
114,79,1,1,198,938
115,117,1,1,902,974
116,25,1,1,116,736
117,29,1,1,9,545
118,154,1,1,230,60
119,44,1,1,351,117
120,65,1,1,759,378
121,197,1,1,800,373
122,186,1,1,29,881
123,152,1,1,97,722
124,81,1,1,144,470
125,55,1,1,287,631
126,27,1,1,508,227
127,46,1,1,762,551
128,80,1,1,939,320
129,78,1,1,744,464
130,140,1,1,452,121
131,93,1,1,440,577
132,165,1,1,435,535
133,194,1,1,468,540
134,67,1,1,19,929
135,36,1,1,147,922
136,75,1,1,814,245
137,110,1,1,485,542
138,149,1,1,583,72
139,60,1,1,780,399
140,168,1,1,129,975
141,80,1,1,698,377
142,135,1,1,343,298
143,91,1,1,353,288
144,171,1,1,795,205
145,88,1,1,948,106
146,42,1,1,591,354
147,161,1,1,80,339
148,96,1,1,769,40
149,158,1,1,722,435
150,49,1,1,511,991
151,65,1,1,704,717
152,158,1,1,196,154
153,21,1,1,683,665
154,22,1,1,206,597
155,141,1,1,818,911
156,120,1,1,871,138
157,159,1,1,377,257
158,158,1,1,848,632
159,49,1,1,243,204
160,25,1,1,445,87
161,48,1,1,707,81
162,113,1,1,756,40
163,155,1,1,652,838
164,119,1,1,564,162
165,146,1,1,427,75
166,40,1,1,331,84
167,147,1,1,699,87
168,117,1,1,759,560
169,165,1,1,546,272
170,92,1,1,868,498
171,48,1,1,863,629
172,182,1,1,132,786
173,79,1,1,253,553
174,107,1,1,564,925
175,52,1,1,627,216
176,192,1,1,65,109
177,178,1,1,158,855
178,182,1,1,642,882
179,112,1,1,187,546
180,101,1,1,96,528
181,102,1,1,1,677
182,184,1,1,399,863
183,100,1,1,371,229
184,135,1,1,332,95
185,152,1,1,823,787
186,198,1,1,46,903
187,132,1,1,557,351
188,34,1,1,48,193
189,103,1,1,849,776
190,180,1,1,481,504
191,95,1,1,627,925
192,143,1,1,261,722
193,93,1,1,784,154
194,86,1,1,41,513
195,81,1,1,720,979
196,181,1,1,302,238
197,44,1,1,130,137
198,159,1,1,831,775
199,48,1,1,410,225
200,184,1,1,287,91
201,47,1,1,700,333
202,96,1,1,670,388
203,156,1,1,395,455
204,183,1,1,823,374
205,115,1,1,674,282
206,130,1,1,945,898
207,87,1,1,865,898
208,136,1,1,434,137
209,129,1,1,744,386
210,177,1,1,231,291
211,48,1,1,747,365
212,74,1,1,440,849
213,41,1,1,34,93
214,67,1,1,605,382
215,22,1,1,682,734
216,179,1,1,689,50
217,79,1,1,413,138
218,182,1,1,899,515
219,183,1,1,592,403
220,25,1,1,718,860
221,88,1,1,526,58
222,25,1,1,292,390
223,144,1,1,655,583
224,158,1,1,341,788
225,33,1,1,543,768
226,116,1,1,459,866
227,180,1,1,885,304
228,183,1,1,121,937
229,197,1,1,759,989
230,83,1,1,472,597
231,104,1,1,862,536
232,178,1,1,897,405
233,135,1,1,59,180
234,20,1,1,19,433
235,37,1,1,34,397
236,122,1,1,54,512
237,166,1,1,801,606
238,69,1,1,263,64
239,157,1,1,836,220
240,188,1,1,204,521
241,189,1,1,203,879
242,168,1,1,856,732
243,94,1,1,70,611
244,40,1,1,668,318
245,25,1,1,396,497
246,29,1,1,851,102
247,94,1,1,804,286
248,155,1,1,740,903
249,77,1,1,195,749
250,144,1,1,727,338
251,74,1,1,405,647
252,135,1,1,553,104
253,178,1,1,504,602
254,172,1,1,269,314
255,127,1,1,457,167
256,189,1,1,752,714
257,178,1,1,32,237
258,70,1,1,566,768
259,159,1,1,773,772
260,148,1,1,799,522
261,119,1,1,258,312
262,126,1,1,240,648
263,82,1,1,13,185
264,179,1,1,93,642
265,135,1,1,48,642
266,43,1,1,97,335
267,149,1,1,485,915
268,97,1,1,686,445
269,165,1,1,41,576
270,180,1,1,389,675
271,47,1,1,287,234
272,189,1,1,466,335
273,21,1,1,883,971
274,193,1,1,817,805
275,31,1,1,969,471
276,24,1,1,753,519
277,84,1,1,99,369
278,108,1,1,581,443
279,49,1,1,479,821
280,42,1,1,533,232
281,136,1,1,859,156
282,46,1,1,382,313
283,197,1,1,594,647
284,155,1,1,782,793
285,40,1,1,165,179
286,90,1,1,868,651
287,70,1,1,183,975
288,86,1,1,15,430
289,152,1,1,927,174
290,65,1,1,609,462
291,155,1,1,131,443
292,56,1,1,789,934
293,118,1,1,993,586
294,86,1,1,8,61
295,31,1,1,330,683
296,123,1,1,170,266
297,171,1,1,340,764
298,107,1,1,668,154
299,183,1,1,864,110
300,149,1,1,461,289
301,69,1,1,562,441
302,106,1,1,400,429
303,159,1,1,17,863
304,36,1,1,686,966
305,132,1,1,166,46
306,98,1,1,985,217
307,62,1,1,670,83
308,129,1,1,339,722
309,190,1,1,175,996
310,198,1,1,459,814
311,125,1,1,504,357
312,181,1,1,442,310
313,174,1,1,883,234
314,82,1,1,654,760
315,89,1,1,634,893
316,85,1,1,979,542
317,158,1,1,473,403
318,131,1,1,100,478
319,175,1,1,650,496
320,104,1,1,944,494
321,183,1,1,646,776
322,82,1,1,889,810
323,79,1,1,291,497
324,62,1,1,97,494
325,180,1,1,66,590
326,31,1,1,781,484
327,191,1,1,566,210
328,184,1,1,81,957
329,111,1,1,466,63
330,176,1,1,788,34
331,143,1,1,964,825
332,81,1,1,177,112
333,151,1,1,225,956
334,115,1,1,486,238
335,23,1,1,938,494
336,87,1,1,686,496
337,45,1,1,738,655
338,107,1,1,830,483
339,149,1,1,768,62
340,58,1,1,550,631
341,116,1,1,727,499
342,116,1,1,64,941
343,56,1,1,109,999
344,35,1,1,3,972
345,20,1,1,857,859
346,65,1,1,546,250
347,27,1,1,636,396
348,156,1,1,49,382
349,76,1,1,485,353
350,147,1,1,471,687
351,174,1,1,929,96
352,83,1,1,103,210
353,143,1,1,234,512
354,167,1,1,77,339
355,38,1,1,745,96
356,134,1,1,176,852
357,52,1,1,988,811
358,171,1,1,562,693
359,115,1,1,40,388
360,135,1,1,878,191
361,198,1,1,770,32
362,59,1,1,410,355
363,51,1,1,379,443
364,68,1,1,349,970
365,22,1,1,71,439
366,28,1,1,367,56
367,62,1,1,543,995
368,46,1,1,461,580
369,117,1,1,908,627
370,140,1,1,551,737
371,130,1,1,987,418
372,146,1,1,157,945
373,154,1,1,617,563
374,64,1,1,292,116
375,56,1,1,54,714
376,30,1,1,93,16
377,71,1,1,899,557
378,79,1,1,646,565
379,168,1,1,591,623
380,49,1,1,121,680
381,193,1,1,554,115
382,82,1,1,96,398
383,130,1,1,727,546
384,171,1,1,399,31
385,145,1,1,22,679
386,158,1,1,552,83
387,73,1,1,670,582
388,158,1,1,830,7
389,192,1,1,938,673
390,109,1,1,653,517
391,124,1,1,75,797
392,186,1,1,240,957
393,77,1,1,649,37
394,149,1,1,506,81
395,73,1,1,321,721
396,147,1,1,247,130
397,184,1,1,707,984
398,78,1,1,376,808
399,162,1,1,196,168
400,64,1,1,296,863
401,21,1,1,706,861
402,131,1,1,143,820
403,163,1,1,524,282
404,84,1,1,793,12
405,103,1,1,789,806
406,183,1,1,937,620
407,143,1,1,460,571
408,86,1,1,335,792
409,110,1,1,70,312
410,81,1,1,425,143
411,173,1,1,15,729
412,84,1,1,43,840
413,75,1,1,869,565
414,161,1,1,423,426
415,96,1,1,884,36
416,158,1,1,994,440
417,151,1,1,813,902
418,108,1,1,58,41
419,183,1,1,47,806
420,183,1,1,711,138
421,130,1,1,60,227
422,138,1,1,748,170
423,200,1,1,785,671
424,32,1,1,299,843
425,125,1,1,515,16
426,167,1,1,199,754
427,98,1,1,108,381
428,144,1,1,934,480
429,109,1,1,805,774
430,102,1,1,871,703
431,81,1,1,861,532
432,171,1,1,509,397
433,92,1,1,842,613
434,131,1,1,124,571
435,184,1,1,371,85
436,124,1,1,369,585
437,119,1,1,872,377
438,29,1,1,899,897
439,28,1,1,423,851
440,75,1,1,492,93
441,153,1,1,836,61
442,197,1,1,832,618
443,71,1,1,24,207
444,50,1,1,717,620
445,61,1,1,89,927
446,150,1,1,493,535
447,134,1,1,563,312
448,197,1,1,337,795
449,161,1,1,139,247
450,99,1,1,233,16
451,161,1,1,634,21
452,126,1,1,248,603
453,52,1,1,148,639
454,53,1,1,28,433
455,24,1,1,613,39
456,82,1,1,181,894
457,56,1,1,320,598
458,67,1,1,853,969
459,143,1,1,920,404
460,36,1,1,312,798
461,68,1,1,208,571
462,142,1,1,240,289
463,80,1,1,512,783
464,179,1,1,686,968
465,114,1,1,707,782
466,26,1,1,989,203
467,31,1,1,596,830
468,140,1,1,293,637
469,22,1,1,231,790
470,57,1,1,433,958
471,178,1,1,425,753
472,146,1,1,486,377
473,96,1,1,897,826
474,94,1,1,164,681
475,93,1,1,465,612
476,187,1,1,360,135
477,108,1,1,747,636
478,34,1,1,465,460
479,46,1,1,448,622
480,65,1,1,767,581
481,120,1,1,381,964
482,172,1,1,433,901
483,127,1,1,824,339
484,134,1,1,985,530
485,196,1,1,6,327
486,96,1,1,178,870
487,165,1,1,972,136
488,120,1,1,455,732
489,115,1,1,371,574
490,130,1,1,860,586
491,86,1,1,573,688
492,57,1,1,522,35
493,39,1,1,384,109
494,185,1,1,19,201
495,61,1,1,250,826
496,154,1,1,118,391
497,148,1,1,374,217
498,42,1,1,214,576
499,24,1,1,653,598
500,70,1,1,349,531
501,196,1,1,589,582
502,175,1,1,985,740
503,36,1,1,423,258
504,198,1,1,582,350
505,83,1,1,207,535
506,90,1,1,738,99
507,191,1,1,100,235
508,42,1,1,498,896
509,55,1,1,820,815
510,52,1,1,368,516
511,139,1,1,186,734
512,181,1,1,681,442
513,34,1,1,413,737
514,81,1,1,236,280
515,113,1,1,524,576
516,100,1,1,940,449
517,145,1,1,448,356
518,96,1,1,681,516
519,66,1,1,636,219
520,119,1,1,850,300
521,178,1,1,837,101
522,196,1,1,454,944
523,87,1,1,972,97
524,126,1,1,295,715
525,33,1,1,589,824
526,156,1,1,283,970
527,76,1,1,278,467
528,73,1,1,810,866
529,176,1,1,904,829
530,184,1,1,701,602
531,102,1,1,194,299
532,80,1,1,384,844
533,113,1,1,150,613
534,110,1,1,97,592
535,30,1,1,360,211
536,136,1,1,927,132
537,193,1,1,114,922
538,45,1,1,591,832
539,83,1,1,713,416
540,190,1,1,601,77
541,197,1,1,268,252
542,170,1,1,962,770
543,131,1,1,262,500
544,77,1,1,92,194
545,69,1,1,354,39
546,63,1,1,406,217
547,81,1,1,417,367
548,66,1,1,317,104
549,61,1,1,485,876
550,54,1,1,321,86
551,83,1,1,73,532
552,138,1,1,77,566
553,101,1,1,367,622
554,142,1,1,977,641
555,27,1,1,419,42
556,107,1,1,985,29
557,120,1,1,46,497
558,99,1,1,712,306
559,162,1,1,927,416
560,74,1,1,24,720
561,148,1,1,429,690
562,21,1,1,799,183
563,193,1,1,317,9
564,113,1,1,256,124
565,44,1,1,614,34
566,198,1,1,496,905
567,88,1,1,760,543
568,129,1,1,273,333
569,89,1,1,200,965
570,133,1,1,864,484
571,170,1,1,567,588
572,174,1,1,318,953
573,55,1,1,248,367
574,174,1,1,799,744
575,187,1,1,376,690
576,136,1,1,558,489
577,55,1,1,165,713
578,108,1,1,296,514
579,155,1,1,904,725
580,123,1,1,451,192
581,70,1,1,277,833
582,26,1,1,632,268
583,197,1,1,77,655
584,145,1,1,436,919
585,133,1,1,939,191
586,130,1,1,688,26
587,138,1,1,174,877
588,39,1,1,90,164
589,158,1,1,811,131
590,197,1,1,444,568
591,23,1,1,326,147
592,135,1,1,71,32
593,72,1,1,108,315
594,181,1,1,346,204
595,171,1,1,249,999
596,49,1,1,649,5
597,166,1,1,876,397
598,77,1,1,496,524
599,188,1,1,776,410
600,162,1,1,62,290
601,108,1,1,702,135
602,110,1,1,667,995
603,23,1,1,159,158
604,66,1,1,445,894
605,154,1,1,104,620
606,62,1,1,441,383
607,163,1,1,496,927
608,191,1,1,191,476
609,112,1,1,366,998
610,152,1,1,931,240
611,91,1,1,336,301
612,28,1,1,223,388
613,183,1,1,209,39
614,86,1,1,700,617
615,133,1,1,660,177
616,188,1,1,18,894
617,108,1,1,645,798
618,106,1,1,409,981
619,193,1,1,475,14
620,167,1,1,131,427
621,98,1,1,363,597
622,82,1,1,831,671
623,41,1,1,620,295
624,44,1,1,863,514
625,99,1,1,762,954
626,56,1,1,673,36
627,33,1,1,218,793
628,82,1,1,480,528
629,142,1,1,255,565
630,181,1,1,946,471
631,35,1,1,34,518
632,66,1,1,836,488
633,157,1,1,791,320
634,144,1,1,718,417
635,49,1,1,887,384
636,116,1,1,938,429
637,74,1,1,692,784
638,153,1,1,859,489
639,186,1,1,755,328
640,53,1,1,64,596
641,31,1,1,573,174
642,174,1,1,713,947
643,50,1,1,178,266
644,188,1,1,878,125
645,65,1,1,852,130
646,24,1,1,136,536
647,183,1,1,728,484
648,101,1,1,552,16
649,149,1,1,971,813
650,63,1,1,801,514
651,77,1,1,139,930
652,133,1,1,180,26
653,100,1,1,884,988
654,183,1,1,229,16
655,51,1,1,103,601
656,196,1,1,152,876
657,163,1,1,45,177
658,199,1,1,497,609
659,71,1,1,849,806
660,138,1,1,637,4
661,131,1,1,477,710
662,112,1,1,470,336
663,136,1,1,271,847
664,74,1,1,377,601
665,55,1,1,590,705
666,23,1,1,170,534
667,32,1,1,665,369
668,22,1,1,801,406
669,144,1,1,38,983
670,29,1,1,232,154
671,131,1,1,161,521
672,33,1,1,543,209
673,64,1,1,133,369
674,101,1,1,499,466
675,139,1,1,871,656
676,78,1,1,317,385
677,118,1,1,166,284
678,64,1,1,161,293
679,28,1,1,826,366
680,103,1,1,947,729
681,35,1,1,54,668
682,23,1,1,749,80
683,112,1,1,382,164
684,176,1,1,684,310
685,137,1,1,389,302
686,84,1,1,585,294
687,102,1,1,386,614
688,131,1,1,889,916
689,170,1,1,743,786
690,108,1,1,769,996
691,50,1,1,3,308
692,53,1,1,19,109
693,34,1,1,998,705
694,177,1,1,718,762
695,29,1,1,660,397
696,51,1,1,290,890
697,85,1,1,226,168
698,62,1,1,452,506
699,71,1,1,977,885
700,77,1,1,744,325
701,173,1,1,165,113
702,87,1,1,564,194
703,153,1,1,253,670
704,158,1,1,919,947
705,63,1,1,227,226
706,176,1,1,213,745
707,135,1,1,895,43
708,191,1,1,916,874
709,187,1,1,337,742
710,79,1,1,752,872
711,126,1,1,102,281
712,182,1,1,706,710
713,111,1,1,550,668
714,178,1,1,724,817
715,125,1,1,272,138
716,195,1,1,269,29
717,141,1,1,145,45
718,175,1,1,775,177
719,48,1,1,648,761
720,86,1,1,495,146
721,155,1,1,762,823
722,197,1,1,751,914
723,51,1,1,73,757
724,141,1,1,120,837
725,175,1,1,724,779
726,153,1,1,461,574
727,141,1,1,930,889
728,151,1,1,906,180
729,54,1,1,120,412
730,101,1,1,932,63
731,25,1,1,211,890
732,146,1,1,172,537
733,138,1,1,122,432
734,61,1,1,789,297
735,43,1,1,743,284
736,68,1,1,799,433
737,174,1,1,448,631
738,60,1,1,582,850
739,125,1,1,117,890
740,73,1,1,95,919
741,122,1,1,226,443
742,182,1,1,593,910
743,187,1,1,804,543
744,84,1,1,16,236
745,161,1,1,516,660
746,28,1,1,343,790
747,134,1,1,178,926
748,167,1,1,511,458
749,172,1,1,466,458
750,25,1,1,809,514
751,157,1,1,143,781
752,31,1,1,604,698
753,200,1,1,179,407
754,174,1,1,382,658
755,183,1,1,361,140
756,162,1,1,242,649
757,182,1,1,693,345
758,76,1,1,290,870
759,50,1,1,979,401
760,23,1,1,938,562
761,189,1,1,383,634
762,146,1,1,988,954
763,173,1,1,767,114
764,82,1,1,452,11
765,36,1,1,241,904
766,169,1,1,344,818
767,121,1,1,127,993
768,88,1,1,10,637
769,200,1,1,872,264
770,169,1,1,947,944
771,84,1,1,827,515
772,64,1,1,205,28
773,148,1,1,755,269
774,30,1,1,796,85
775,99,1,1,680,571
776,137,1,1,403,802
777,62,1,1,871,90
778,102,1,1,789,652
779,131,1,1,80,640
780,92,1,1,939,135
781,165,1,1,685,451
782,192,1,1,157,196
783,101,1,1,566,817
784,167,1,1,878,666
785,184,1,1,929,636
786,144,1,1,90,610
787,127,1,1,449,2
788,179,1,1,861,902
789,136,1,1,641,64
790,145,1,1,110,161
791,185,1,1,432,176
792,65,1,1,413,671
793,26,1,1,839,101
794,49,1,1,806,344
795,159,1,1,391,78
796,182,1,1,571,910
797,177,1,1,169,739
798,172,1,1,600,201
799,43,1,1,51,554
800,42,1,1,666,351
801,58,1,1,447,22
802,136,1,1,894,113
803,182,1,1,521,919
804,153,1,1,287,406
805,150,1,1,783,980
806,66,1,1,16,750
807,199,1,1,162,444
808,123,1,1,281,590
809,81,1,1,578,577
810,131,1,1,537,53
811,173,1,1,477,156
812,157,1,1,287,170
813,117,1,1,289,51
814,200,1,1,479,213
815,178,1,1,493,921
816,105,1,1,124,82
817,39,1,1,66,300
818,130,1,1,608,41
819,116,1,1,285,763
820,200,1,1,799,902
821,94,1,1,12,412
822,75,1,1,43,560
823,194,1,1,319,528
824,30,1,1,713,943
825,168,1,1,587,136
826,83,1,1,253,546
827,65,1,1,200,962
828,89,1,1,552,371
829,44,1,1,201,390
830,168,1,1,963,402
831,92,1,1,459,255
832,34,1,1,790,876
833,162,1,1,654,609
834,75,1,1,652,131
835,143,1,1,602,979
836,113,1,1,712,889
837,24,1,1,916,487
838,169,1,1,966,801
839,93,1,1,968,605
840,50,1,1,881,574
841,78,1,1,174,148
842,123,1,1,100,447
843,160,1,1,224,51
844,51,1,1,517,90
845,42,1,1,78,713
846,69,1,1,370,142
847,57,1,1,684,839
848,33,1,1,194,601
849,162,1,1,837,528
850,31,1,1,280,759
851,174,1,1,332,40
852,46,1,1,418,505
853,63,1,1,418,498
854,197,1,1,276,684
855,41,1,1,979,61
856,74,1,1,477,137
857,62,1,1,341,385
858,143,1,1,825,127
859,24,1,1,138,700
860,37,1,1,67,469
861,65,1,1,342,382
862,118,1,1,94,736
863,186,1,1,847,141
864,167,1,1,340,738
865,79,1,1,646,649
866,171,1,1,609,345
867,197,1,1,314,801
868,50,1,1,581,699
869,58,1,1,664,987
870,189,1,1,121,644
871,22,1,1,698,731
872,146,1,1,946,545
873,184,1,1,872,301
874,39,1,1,596,62
875,44,1,1,461,980
876,49,1,1,820,735
877,112,1,1,616,753
878,84,1,1,146,777
879,200,1,1,965,304
880,39,1,1,454,800
881,191,1,1,607,366
882,43,1,1,807,786
883,86,1,1,39,559
884,112,1,1,76,294
885,173,1,1,929,396
886,195,1,1,738,505
887,71,1,1,229,840
888,45,1,1,940,276
889,169,1,1,136,732
890,59,1,1,740,159
891,107,1,1,775,921
892,126,1,1,780,379
893,156,1,1,982,604
894,57,1,1,219,221
895,46,1,1,547,854
896,165,1,1,467,568
897,156,1,1,593,326
898,156,1,1,738,766
899,168,1,1,742,848
900,86,1,1,501,519
901,36,1,1,862,984
902,170,1,1,487,325
903,118,1,1,878,656
904,136,1,1,139,487
905,183,1,1,361,923
906,162,1,1,596,530
907,140,1,1,662,114
908,104,1,1,502,659
909,187,1,1,660,918
910,65,1,1,48,145
911,96,1,1,605,779
912,171,1,1,900,268
913,107,1,1,549,107
914,112,1,1,786,122
915,46,1,1,560,28
916,166,1,1,256,595
917,188,1,1,606,762
918,200,1,1,579,535
919,191,1,1,531,65
920,40,1,1,178,907
921,25,1,1,835,81
922,155,1,1,7,147
923,189,1,1,360,639
924,139,1,1,455,773
925,103,1,1,629,248
926,185,1,1,280,920
927,113,1,1,151,291
928,148,1,1,822,9
929,43,1,1,231,855
930,63,1,1,612,884
931,65,1,1,471,700
932,179,1,1,414,586
933,38,1,1,108,253
934,68,1,1,958,130
935,87,1,1,252,96
936,102,1,1,832,995
937,79,1,1,278,172
938,138,1,1,705,854
939,48,1,1,778,581
940,23,1,1,163,848
941,23,1,1,837,555
942,122,1,1,906,254
943,189,1,1,876,372
944,192,1,1,319,374
945,119,1,1,117,271
946,51,1,1,517,571
947,99,1,1,700,74
948,179,1,1,394,575
949,134,1,1,966,274
950,22,1,1,853,834
951,163,1,1,95,494
952,141,1,1,186,343
953,167,1,1,28,176
954,179,1,1,184,754
955,177,1,1,884,625
956,52,1,1,428,136
957,133,1,1,202,695
958,169,1,1,464,201
959,107,1,1,780,554
960,75,1,1,609,949
961,89,1,1,88,686
962,38,1,1,307,181
963,138,1,1,125,898
964,75,1,1,300,175
965,150,1,1,685,347
966,190,1,1,313,445
967,57,1,1,205,287
968,154,1,1,406,961
969,135,1,1,561,525
970,40,1,1,346,577
971,75,1,1,915,968
972,43,1,1,124,739
973,182,1,1,935,714
974,38,1,1,870,662
975,179,1,1,332,855
976,197,1,1,455,689
977,112,1,1,871,158
978,91,1,1,266,781
979,172,1,1,698,37
980,109,1,1,434,541
981,165,1,1,700,840
982,137,1,1,223,986
983,180,1,1,910,158
984,134,1,1,832,550
985,144,1,1,916,510
986,68,1,1,590,82
987,170,1,1,15,548
988,143,1,1,938,360
989,200,1,1,643,127
990,68,1,1,828,949
991,56,1,1,254,223
992,113,1,1,956,489
993,179,1,1,772,737
994,91,1,1,363,84
995,44,1,1,497,275
996,78,1,1,565,55
997,58,1,1,679,539
998,178,1,1,505,31
999,104,1,1,777,289
1000,31,1,1,969,25
1001,166,1,1,418,783
1002,89,1,1,942,143
1003,78,1,1,597,849
1004,129,1,1,908,871
1005,91,1,1,701,952
1006,168,1,1,29,510
1007,180,1,1,793,857
1008,34,1,1,585,646
1009,27,1,1,9,580
1010,77,1,1,520,229
1011,36,1,1,905,512
1012,74,1,1,18,777
1013,34,1,1,179,11
1014,139,1,1,626,226
1015,142,1,1,910,702
1016,55,1,1,945,128
1017,152,1,1,292,90
1018,88,1,1,410,574
1019,189,1,1,968,548
1020,84,1,1,147,207
1021,178,1,1,884,895
1022,99,1,1,368,539
1023,160,1,1,25,21
1024,47,1,1,86,63
1025,185,1,1,957,530
1026,106,1,1,299,20
1027,71,1,1,506,810
1028,64,1,1,237,742
1029,72,1,1,655,163
1030,75,1,1,281,33
1031,64,1,1,549,733
1032,164,1,1,574,523
1033,163,1,1,581,799
1034,89,1,1,496,332
1035,199,1,1,918,252
1036,78,1,1,807,306
1037,90,1,1,784,54
1038,111,1,1,776,197
1039,135,1,1,178,935
1040,145,1,1,975,197
1041,179,1,1,504,230
1042,114,1,1,49,259
1043,87,1,1,311,688
1044,134,1,1,626,735
1045,145,1,1,720,834
1046,108,1,1,357,112
1047,62,1,1,265,789
1048,133,1,1,267,859
1049,156,1,1,63,897
1050,24,1,1,33,186
1051,173,1,1,580,734
1052,59,1,1,611,271
1053,90,1,1,905,861
1054,27,1,1,815,147
1055,193,1,1,348,692
1056,74,1,1,573,84
1057,138,1,1,79,970
1058,103,1,1,873,493
1059,49,1,1,799,203
1060,27,1,1,960,289
1061,132,1,1,931,601
1062,89,1,1,104,347
1063,37,1,1,390,732
1064,124,1,1,530,28
1065,112,1,1,416,999
1066,164,1,1,385,457
1067,62,1,1,840,695
1068,145,1,1,506,125
1069,190,1,1,678,183
1070,110,1,1,77,14
1071,155,1,1,96,646
1072,171,1,1,238,536
1073,129,1,1,912,451
1074,155,1,1,640,961
1075,57,1,1,396,742
1076,189,1,1,599,439
1077,188,1,1,146,843
1078,189,1,1,56,350
1079,86,1,1,310,254
1080,125,1,1,607,845
1081,189,1,1,53,643
1082,138,1,1,392,788
1083,46,1,1,163,268
1084,131,1,1,937,844
1085,164,1,1,528,95
1086,81,1,1,379,558
1087,184,1,1,926,919
1088,168,1,1,165,736
1089,20,1,1,810,435
1090,129,1,1,69,81
1091,111,1,1,390,26
1092,118,1,1,37,679
1093,91,1,1,156,614
1094,78,1,1,723,45
1095,84,1,1,80,841
1096,184,1,1,271,828
1097,179,1,1,871,503
1098,125,1,1,556,230
1099,78,1,1,540,326
1100,71,1,1,977,826
1101,126,1,1,821,474
1102,89,1,1,160,489
1103,124,1,1,528,122
1104,172,1,1,131,813
1105,90,1,1,489,338
1106,134,1,1,941,790
1107,158,1,1,970,581
1108,108,1,1,260,160
1109,55,1,1,474,720
1110,143,1,1,760,766
1111,131,1,1,187,455
1112,52,1,1,411,384
1113,156,1,1,504,48
1114,85,1,1,813,266
1115,146,1,1,1000,31
1116,65,1,1,662,713
1117,168,1,1,337,252
1118,102,1,1,717,360
1119,130,1,1,574,21
1120,122,1,1,353,882
1121,149,1,1,972,896
1122,177,1,1,859,630
1123,69,1,1,404,136
1124,197,1,1,767,25
1125,86,1,1,515,157
1126,164,1,1,175,870
1127,151,1,1,524,664
1128,123,1,1,784,349
1129,117,1,1,548,514
1130,196,1,1,287,27
1131,69,1,1,940,551
1132,111,1,1,933,825
1133,77,1,1,148,906
1134,168,1,1,10,94
1135,83,1,1,842,121
1136,99,1,1,238,38
1137,167,1,1,148,184
1138,121,1,1,284,171
1139,20,1,1,761,558
1140,47,1,1,993,64
1141,123,1,1,960,836
1142,189,1,1,788,151
1143,109,1,1,68,377
1144,24,1,1,382,67
1145,113,1,1,366,845
1146,21,1,1,184,989
1147,188,1,1,666,1
1148,83,1,1,361,550
1149,200,1,1,786,712
1150,124,1,1,583,675
1151,57,1,1,568,369
1152,199,1,1,862,170
1153,41,1,1,468,986
